Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MBps),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
317729344,3781760,106,None,None,None,None,None,None,None,None,None,"26,835","7084,507",Pageable,Device,Orin (0),1,7,[CUDA memcpy HtoD]
322049856,9503840,110,997,561,1,4,4,3,40,"0,000","0,000",None,,None,None,Orin (0),1,7,"applyGaussianBlur(const uchar3 *, uchar3 *, int, int, unsigned long, int)"
332272448,6794304,113,None,None,None,None,None,None,None,None,None,"26,835","3944,782",Device,Pageable,Orin (0),1,7,[CUDA memcpy DtoH]
